id,rows,columns,error_0.000000,time_0.000000,error_1.000000,time_1.000000,error_2.000000,time_2.000000,error_3.000000,time_3.000000,error_4.000000,time_4.000000,error_5.000000,time_5.000000,error_7.000000,time_7.000000,error_9.000000,time_9.000000,error_10.000000,time_10.000000,error_15.000000,time_15.000000,error_20.000000,time_20.000000,error_25.000000,time_25.000000
/home/blackarrow/Proyectos/paper_clahe/dataset/standard_test_images/lena_color_512.tif,512,512,1325.02,0.0252591,666.06,0.766144,498.688,1.11962,386.227,1.39617,320.412,1.61349,262.906,1.83366,180.978,2.11465,126.366,2.39415,103.343,2.61852,36.717,3.10439,7.03211,3.59151,0,4.17253
